Provider,total_claims,num_inpatient_claims,num_outpatient_claims,total_claim_amount,avg_claim_amount,max_claim_amount,std_claim_amount,unique_patients,unique_physicians,avg_claim_duration,avg_patient_age,avg_num_diagnosis_codes,avg_num_procedure_codes,total_deductible_paid,claims_per_patient,claims_per_physician,inpatient_ratio,PotentialFraud
PRV51196,720,0,720,197060,273.69444444444446,4300,600.1747227956727,432,1,1.4027777777777777,74.73194444444445,2.6458333333333335,0.0,1750.0,1.6666666666666667,720.0,0.0,0
PRV51198,6,0,6,360,60.0,100,37.416573867739416,3,2,0.0,78.83333333333333,1.6666666666666667,0.0,30.0,2.0,3.0,0.0,0
PRV51200,19,0,19,4420,232.6315789473684,1600,417.0643716004515,16,4,1.5789473684210527,70.42105263157895,3.0,0.0,0.0,1.1875,4.75,0.0,0
PRV51201,45,0,45,10660,236.88888888888889,3300,550.4412371503024,41,3,0.9777777777777777,73.46666666666667,2.6666666666666665,0.0,50.0,1.0975609756097562,15.0,0.0,0
PRV51202,12,0,12,5010,417.5,3100,890.3331858457158,12,5,3.6666666666666665,70.08333333333333,2.0,0.0,0.0,1.0,2.4,0.0,0
PRV51203,21,0,21,15340,730.4761904761905,9010,1977.689248063194,20,5,1.2380952380952381,66.42857142857143,2.380952380952381,0.0,80.0,1.05,4.2,0.0,0
PRV51204,499,0,499,155180,310.9819639278557,3300,651.8833063176052,398,3,1.6673346693386772,72.84569138276554,2.5871743486973946,0.0,600.0,1.2537688442211055,166.33333333333334,0.0,0
PRV51205,10,0,10,4660,466.0,3300,1030.686933824018,10,6,2.0,74.9,2.9,0.0,70.0,1.0,1.6666666666666667,0.0,0
PRV51206,10,0,10,1560,156.0,400,149.75535605335347,10,6,0.6,74.6,2.1,0.0,0.0,1.0,1.6666666666666667,0.0,0
PRV51207,3,3,0,51000,17000.0,38000,19313.207915827967,3,2,14.0,69.66666666666667,7.666666666666667,1.0,3204.0,1.0,1.5,1.0,0
PRV51209,42,0,42,9910,235.95238095238096,1700,351.26294454967064,38,2,0.8333333333333334,73.66666666666667,2.4761904761904763,0.0,170.0,1.105263157894737,21.0,0.0,0
PRV51210,9,0,9,2890,321.1111111111111,1400,441.03413826041975,9,3,0.0,80.66666666666667,1.8888888888888888,0.0,0.0,1.0,3.0,0.0,0
PRV51211,2,0,2,100,50.0,100,70.71067811865476,2,2,0.0,70.5,2.0,0.0,0.0,1.0,1.0,0.0,0
PRV51212,15,0,15,6260,417.3333333333333,3300,829.2205175142898,15,2,1.9333333333333333,71.66666666666667,3.466666666666667,0.0,70.0,1.0,7.5,0.0,0
PRV51213,2,0,2,50,25.0,30,7.0710678118654755,2,2,0.0,73.5,2.0,0.0,0.0,1.0,1.0,0.0,0
PRV51214,8,0,8,3200,400.0,1600,603.3951560012014,8,3,0.75,70.125,4.125,0.0,0.0,1.0,2.6666666666666665,0.0,0
PRV51215,10,0,10,1610,161.0,500,162.98943387703252,10,1,0.7,80.8,2.3,0.0,0.0,1.0,10.0,0.0,0
PRV51216,71,0,71,15560,219.1549295774648,3300,495.28562171992735,66,2,1.8309859154929577,73.3943661971831,2.4225352112676055,0.0,570.0,1.0757575757575757,35.5,0.0,0
PRV51217,5,0,5,2930,586.0,2100,856.434469180217,5,2,4.0,71.0,2.2,0.0,0.0,1.0,2.5,0.0,0
PRV51218,7,0,7,520,74.28571428571429,200,61.06202935189288,7,1,0.0,63.0,2.2857142857142856,0.0,0.0,1.0,7.0,0.0,0
PRV51219,8,0,8,5330,666.25,3300,1109.4520848470333,8,3,2.5,71.25,2.125,0.0,0.0,1.0,2.6666666666666665,0.0,0
PRV51221,1,0,1,70,70.0,70,0.0,1,1,0.0,80.0,1.0,0.0,0.0,1.0,1.0,0.0,0
PRV51222,5,0,5,860,172.0,400,167.69019053003666,3,2,0.0,75.6,2.2,0.0,0.0,1.6666666666666667,2.5,0.0,0
PRV51224,7,0,7,3130,447.14285714285717,1400,569.5821358889423,7,1,0.0,76.14285714285714,2.142857142857143,0.0,0.0,1.0,7.0,0.0,0
PRV51225,8,0,8,1190,148.75,500,191.64233800046824,8,2,0.0,74.125,2.25,0.0,0.0,1.0,4.0,0.0,0
PRV51226,20,0,20,7430,371.5,2200,599.6865409265251,19,3,1.0,75.7,2.5,0.0,270.0,1.0526315789473684,6.666666666666667,0.0,0
PRV51228,5,0,5,430,86.0,200,73.348483283569,5,2,0.0,69.4,3.6,0.0,70.0,1.0,2.5,0.0,0
PRV51229,47,0,47,12410,264.0425531914894,3000,499.5548434637804,44,2,1.2127659574468086,73.04255319148936,2.25531914893617,0.0,110.0,1.0681818181818181,23.5,0.0,0
PRV51230,30,0,30,12490,416.3333333333333,1800,634.1352152848538,30,2,1.0,70.36666666666666,2.5,0.0,0.0,1.0,15.0,0.0,0
PRV51231,2,2,0,16000,8000.0,8000,0.0,2,1,9.5,69.5,7.5,2.0,2136.0,1.0,2.0,1.0,0
PRV51232,1,1,0,26000,26000.0,26000,0.0,1,1,9.0,90.0,9.0,1.0,1068.0,1.0,1.0,1.0,0
PRV51233,3,3,0,27000,9000.0,17000,7549.83443527075,3,2,4.333333333333333,67.66666666666667,5.666666666666667,0.6666666666666666,3204.0,1.0,1.5,1.0,0
PRV51234,5,5,0,29000,5800.0,13000,5167.204273105525,5,1,8.2,71.2,8.6,1.2,5340.0,1.0,5.0,1.0,0
PRV51235,2,2,0,10000,5000.0,5000,0.0,2,1,2.5,54.5,6.5,0.5,2136.0,1.0,2.0,1.0,0
PRV51236,1,1,0,12000,12000.0,12000,0.0,1,1,1.0,36.0,6.0,0.0,1068.0,1.0,1.0,1.0,0
PRV51237,1,1,0,19000,19000.0,19000,0.0,1,1,1.0,90.0,4.0,1.0,1068.0,1.0,1.0,1.0,0
PRV51238,8,8,0,132000,16500.0,33000,11122.692377040989,8,1,13.625,73.875,8.875,0.625,4272.0,1.0,8.0,1.0,0
PRV51239,1,1,0,5000,5000.0,5000,0.0,1,1,3.0,82.0,9.0,0.0,1068.0,1.0,1.0,1.0,0
PRV51240,60,11,49,94020,1567.0,19000,3577.874238678131,38,24,2.95,70.7,3.55,0.13333333333333333,11788.0,1.5789473684210527,2.5,0.18333333333333332,0
PRV51241,60,10,50,90210,1503.5,22000,3604.796627940827,47,23,1.8166666666666667,73.5,3.316666666666667,0.08333333333333333,9772.0,1.2765957446808511,2.608695652173913,0.16666666666666666,0
PRV51242,111,11,100,117200,1055.855855855856,18000,2864.097658463377,87,43,1.5855855855855856,72.78378378378379,3.027027027027027,0.08108108108108109,11100.0,1.2758620689655173,2.5813953488372094,0.0990990990990991,1
PRV51243,36,0,36,6330,175.83333333333334,2600,462.78273211395555,15,5,0.6666666666666666,78.05555555555556,2.2222222222222223,0.0,270.0,2.4,7.2,0.0,0
PRV51244,1415,200,1215,2153990,1522.2544169611308,57000,4370.298258233555,659,16,1.9201413427561838,71.55689045936396,3.330742049469965,0.10459363957597173,211918.0,2.1471927162367224,88.4375,0.1413427561837456,1
PRV51245,173,4,169,83630,483.4104046242775,9000,1030.5064454321287,58,30,1.5260115606936415,69.83815028901734,2.9190751445086707,0.017341040462427744,3894.0,2.9827586206896552,5.766666666666667,0.023121387283236993,0
PRV51247,34,10,24,76240,2242.3529411764707,18000,4497.119656512498,26,13,2.264705882352941,74.3529411764706,4.735294117647059,0.20588235294117646,9722.0,1.3076923076923077,2.6153846153846154,0.29411764705882354,0
PRV51248,2,1,1,23500,11750.0,23000,15909.90257669732,2,2,3.0,83.5,6.0,0.5,1068.0,1.0,1.0,0.5,0
PRV51249,126,51,75,521330,4137.539682539683,57000,8780.348210544546,101,36,3.5476190476190474,73.38888888888889,4.833333333333333,0.25396825396825395,51474.0,1.2475247524752475,3.5,0.40476190476190477,1
PRV51250,85,0,85,22560,265.4117647058824,2800,546.5422759345827,71,32,1.2352941176470589,70.4235294117647,2.447058823529412,0.0,280.0,1.1971830985915493,2.65625,0.0,0
PRV51251,11,0,11,3590,326.3636363636364,1500,502.12095609071577,10,8,3.8181818181818183,71.0,4.181818181818182,0.0,0.0,1.1,1.375,0.0,0
PRV51252,87,18,69,154930,1780.8045977011495,27000,4513.804979350183,76,35,1.7586206896551724,69.816091954023,3.8505747126436782,0.13793103448275862,18356.0,1.144736842105263,2.4857142857142858,0.20689655172413793,0
PRV51253,85,0,85,21740,255.76470588235293,3300,541.45829648712,76,40,1.0235294117647058,71.62352941176471,2.611764705882353,0.0,300.0,1.118421052631579,2.125,0.0,0
PRV51255,74,2,72,40570,548.2432432432432,7000,1111.2899552680876,62,21,2.2837837837837838,72.93243243243244,2.7432432432432434,0.02702702702702703,2196.0,1.1935483870967742,3.5238095238095237,0.02702702702702703,0
PRV51256,95,0,95,38550,405.7894736842105,14800,1550.3949935607477,80,38,1.7473684210526317,71.7578947368421,2.526315789473684,0.0,0.0,1.1875,2.5,0.0,0
PRV51258,14,8,6,99660,7118.571428571428,28000,8391.309476194685,12,6,4.142857142857143,76.07142857142857,6.642857142857143,0.5,8744.0,1.1666666666666667,2.3333333333333335,0.5714285714285714,0
PRV51259,21,4,17,151960,7236.190476190476,84000,21548.628837165128,19,9,2.142857142857143,76.71428571428571,2.857142857142857,0.23809523809523808,4272.0,1.105263157894737,2.3333333333333335,0.19047619047619047,0
PRV51260,62,3,59,92390,1490.1612903225807,43000,6595.370828619234,55,24,2.629032258064516,68.48387096774194,2.661290322580645,0.03225806451612903,3204.0,1.1272727272727272,2.5833333333333335,0.04838709677419355,0
PRV51261,142,26,116,270170,1902.605633802817,29000,4730.281007588044,123,48,2.6338028169014085,72.1830985915493,3.436619718309859,0.14084507042253522,27120.0,1.1544715447154472,2.9583333333333335,0.18309859154929578,0
PRV51262,60,0,60,16270,271.1666666666667,2200,534.4951416965126,52,19,1.2666666666666666,73.38333333333334,2.5,0.0,40.0,1.1538461538461537,3.1578947368421053,0.0,0
PRV51263,44,18,26,218170,4958.409090909091,57000,9889.952134570798,37,10,4.75,71.79545454545455,5.25,0.25,19294.0,1.1891891891891893,4.4,0.4090909090909091,1
PRV51264,39,0,39,5270,135.12820512820514,1100,230.7068291699252,35,22,0.6153846153846154,73.15384615384616,2.358974358974359,0.0,120.0,1.1142857142857143,1.7727272727272727,0.0,0
PRV51265,160,0,160,45770,286.0625,3300,566.8861175606779,84,5,1.58125,68.75625,3.0125,0.00625,750.0,1.9047619047619047,32.0,0.0,0
PRV51266,92,10,82,102900,1118.4782608695652,33000,4009.049361100708,82,47,1.6630434782608696,74.1195652173913,3.3369565217391304,0.043478260869565216,9762.0,1.1219512195121952,1.9574468085106382,0.10869565217391304,0
PRV51267,14,2,12,12870,919.2857142857143,6000,1703.9928867931808,14,4,0.42857142857142855,76.0,3.7857142857142856,0.14285714285714285,2166.0,1.0,3.5,0.14285714285714285,0
PRV51271,123,2,121,43180,351.0569105691057,13000,1272.7933737038682,90,21,0.8130081300813008,72.73983739837398,2.6991869918699187,0.0,2336.0,1.3666666666666667,5.857142857142857,0.016260162601626018,0
PRV51272,79,2,77,50760,642.5316455696203,18000,2148.263143621408,31,3,2.0253164556962027,73.26582278481013,3.0,0.0,2756.0,2.5483870967741935,26.333333333333332,0.02531645569620253,0
PRV51273,553,0,553,131340,237.50452079566003,6600,529.6621089976009,387,131,1.2513562386980108,72.65641952983725,2.4412296564195297,0.0,1400.0,1.4289405684754521,4.221374045801527,0.0,0
PRV51274,58,10,48,175720,3029.655172413793,59000,9626.409756045532,48,31,1.4827586206896552,74.89655172413794,3.4655172413793105,0.10344827586206896,10740.0,1.2083333333333333,1.8709677419354838,0.1724137931034483,0
PRV51276,67,14,53,133980,1999.7014925373135,20000,4140.79115927074,60,42,1.7164179104477613,68.32835820895522,3.2238805970149254,0.1044776119402985,15272.0,1.1166666666666667,1.5952380952380953,0.208955223880597,0
PRV51277,59,10,49,141190,2393.0508474576272,53000,7425.392420661566,54,27,1.8644067796610169,72.52542372881356,3.389830508474576,0.15254237288135594,10920.0,1.0925925925925926,2.185185185185185,0.1694915254237288,0
PRV51279,224,0,224,59840,267.14285714285717,3300,465.34895257403923,186,21,1.3883928571428572,70.59375,2.40625,0.0,750.0,1.2043010752688172,10.666666666666666,0.0,0
PRV51280,39,0,39,20250,519.2307692307693,5060,974.9828193233501,34,13,1.3333333333333333,75.84615384615384,2.6153846153846154,0.0,0.0,1.1470588235294117,3.0,0.0,0
PRV51281,259,0,259,89470,345.44401544401546,5020,706.1112632153859,200,3,1.393822393822394,71.64478764478764,2.8185328185328187,0.0,690.0,1.295,86.33333333333333,0.0,0
PRV51282,59,8,51,77330,1310.677966101695,24000,3677.3767188632123,51,22,1.8135593220338984,72.22033898305085,3.3559322033898304,0.1016949152542373,8624.0,1.1568627450980393,2.6818181818181817,0.13559322033898305,0
PRV51284,377,17,360,279860,742.3342175066313,51000,3390.2534526356535,223,10,1.7135278514588859,71.3129973474801,2.9151193633952253,0.021220159151193633,18058.0,1.6905829596412556,37.7,0.04509283819628647,0
PRV51285,168,15,153,196120,1167.3809523809523,57000,5056.654149074028,109,33,1.3869047619047619,73.4047619047619,3.1011904761904763,0.041666666666666664,16530.0,1.5412844036697249,5.090909090909091,0.08928571428571429,0
PRV51286,70,15,55,145170,2073.8571428571427,33000,5553.252159276891,62,10,1.8,76.2,3.4857142857142858,0.15714285714285714,16330.0,1.1290322580645162,7.0,0.21428571428571427,0
PRV51287,78,0,78,25700,329.4871794871795,3300,656.5848229312262,46,3,1.6282051282051282,76.94871794871794,2.8846153846153846,0.0,100.0,1.6956521739130435,26.0,0.0,0
PRV51288,8,3,5,37360,4670.0,29000,9989.704700340246,8,5,3.25,74.0,4.625,0.25,3204.0,1.0,1.6,0.375,0
PRV51289,92,0,92,46300,503.2608695652174,3300,899.2904513084859,38,2,3.032608695652174,71.84782608695652,2.2717391304347827,0.0,240.0,2.4210526315789473,46.0,0.0,0
PRV51290,113,0,113,14990,132.65486725663717,1300,209.0198969472723,81,14,0.9469026548672567,74.1858407079646,2.7964601769911503,0.0,260.0,1.3950617283950617,8.071428571428571,0.0,0
PRV51292,22,0,22,3970,180.45454545454547,800,238.69640555729785,16,7,3.5454545454545454,68.27272727272727,1.9545454545454546,0.0,0.0,1.375,3.142857142857143,0.0,0
PRV51293,88,0,88,21200,240.9090909090909,2600,422.29160367818713,64,7,1.4090909090909092,71.01136363636364,2.840909090909091,0.0,20.0,1.375,12.571428571428571,0.0,0
PRV51295,7,0,7,1950,278.57142857142856,1200,440.9999460101468,6,4,2.857142857142857,65.42857142857143,2.2857142857142856,0.0,0.0,1.1666666666666667,1.75,0.0,0
PRV51296,30,3,27,38630,1287.6666666666667,17000,3844.4179715829396,27,7,2.5,75.1,3.433333333333333,0.03333333333333333,3284.0,1.1111111111111112,4.285714285714286,0.1,0
PRV51297,70,5,65,77090,1101.2857142857142,18000,3247.006166858795,46,11,1.1142857142857143,72.84285714285714,3.0,0.07142857142857142,5410.0,1.5217391304347827,6.363636363636363,0.07142857142857142,0
PRV51298,100,0,100,31120,311.2,4060,615.1936214877328,53,2,1.16,71.82,2.96,0.0,550.0,1.8867924528301887,50.0,0.0,0
PRV51299,37,0,37,6230,168.3783783783784,1600,322.1586351259053,27,12,2.189189189189189,67.35135135135135,3.0,0.0,30.0,1.3703703703703705,3.0833333333333335,0.0,0
PRV51300,52,7,45,107540,2068.076923076923,30000,5881.907799899267,32,3,2.2115384615384617,71.1923076923077,3.3076923076923075,0.07692307692307693,7636.0,1.625,17.333333333333332,0.1346153846153846,0
PRV51301,112,6,106,136910,1222.4107142857142,53000,5480.200931006862,63,7,1.25,70.11607142857143,2.919642857142857,0.05357142857142857,6718.0,1.7777777777777777,16.0,0.05357142857142857,0
PRV51302,43,10,33,80710,1876.9767441860465,25000,4566.892000810325,34,9,0.9534883720930233,68.30232558139535,4.023255813953488,0.16279069767441862,10750.0,1.2647058823529411,4.777777777777778,0.23255813953488372,0
PRV51303,93,0,93,36110,388.2795698924731,3000,630.1753097282673,49,4,1.3118279569892473,72.88172043010752,2.6666666666666665,0.0,510.0,1.8979591836734695,23.25,0.0,0
PRV51304,51,2,49,39350,771.5686274509804,25000,3518.6283535201715,39,12,0.7450980392156863,73.88235294117646,2.4313725490196076,0.0196078431372549,2306.0,1.3076923076923077,4.25,0.0392156862745098,0
PRV51305,49,11,38,113400,2314.285714285714,35000,5826.6700038129275,29,2,3.0408163265306123,72.6938775510204,4.0,0.08163265306122448,11748.0,1.6896551724137931,24.5,0.22448979591836735,0
PRV51306,17,0,17,3700,217.64705882352942,1300,388.1450987028676,13,2,3.411764705882353,73.88235294117646,2.3529411764705883,0.0,100.0,1.3076923076923077,8.5,0.0,0
PRV51307,37,0,37,6940,187.56756756756758,2400,424.62666874303574,21,6,1.6216216216216217,74.72972972972973,2.810810810810811,0.0,80.0,1.7619047619047619,6.166666666666667,0.0,0
PRV51308,35,0,35,13790,394.0,2300,652.5885110127838,31,4,1.5714285714285714,68.94285714285714,2.2857142857142856,0.0,130.0,1.1290322580645162,8.75,0.0,0
PRV51309,18,0,18,3790,210.55555555555554,1000,292.54405846605545,17,5,0.05555555555555555,74.27777777777777,3.0555555555555554,0.0,0.0,1.0588235294117647,3.6,0.0,0
PRV51311,21,3,18,16010,762.3809523809524,6000,1586.7101334582342,18,8,3.3333333333333335,73.66666666666667,2.9523809523809526,0.047619047619047616,3204.0,1.1666666666666667,2.625,0.14285714285714285,0
PRV51312,46,4,42,28790,625.8695652173913,7000,1428.1060901876012,29,13,2.1739130434782608,72.1086956521739,2.717391304347826,0.021739130434782608,4272.0,1.5862068965517242,3.5384615384615383,0.08695652173913043,0
PRV51313,19,0,19,4970,261.57894736842104,1400,357.79049049369564,16,6,0.10526315789473684,66.78947368421052,2.5789473684210527,0.0,90.0,1.1875,3.1666666666666665,0.0,0
PRV51314,30,0,30,6460,215.33333333333334,1100,327.8112717480249,20,1,0.8666666666666667,71.23333333333333,2.466666666666667,0.0,0.0,1.5,30.0,0.0,0
PRV51315,47,0,47,7210,153.40425531914894,2600,392.4908007548085,22,3,1.297872340425532,71.59574468085107,2.617021276595745,0.0,340.0,2.1363636363636362,15.666666666666666,0.0,0
PRV51316,3,3,0,21000,7000.0,12000,4358.898943540674,3,1,9.333333333333334,79.0,9.333333333333334,1.0,3204.0,1.0,3.0,1.0,0
PRV51318,3,3,0,13000,4333.333333333333,6000,1527.5252316519468,3,1,3.6666666666666665,79.0,7.333333333333333,0.6666666666666666,3204.0,1.0,3.0,1.0,0
PRV51322,12,0,12,850,70.83333333333333,200,51.954233939520506,11,1,0.08333333333333333,70.0,3.0,0.0,0.0,1.0909090909090908,12.0,0.0,0
PRV51323,76,0,76,20860,274.4736842105263,7500,922.2875831132675,32,1,0.8947368421052632,70.07894736842105,2.1710526315789473,0.0,320.0,2.375,76.0,0.0,0
PRV51324,28,0,28,9330,333.2142857142857,3300,694.7211194878373,25,2,0.9285714285714286,70.60714285714286,2.4642857142857144,0.0,0.0,1.12,14.0,0.0,0
PRV51325,15,0,15,15140,1009.3333333333334,3300,1355.962845396303,5,1,4.466666666666667,69.53333333333333,2.7333333333333334,0.0,0.0,3.0,15.0,0.0,0
PRV51326,44,0,44,14000,318.1818181818182,3300,652.2172299246402,22,2,2.4545454545454546,69.20454545454545,3.3863636363636362,0.0,90.0,2.0,22.0,0.0,0
PRV51327,41,0,41,8990,219.26829268292684,3100,492.5920738496633,27,1,0.5609756097560976,75.14634146341463,2.6341463414634148,0.0,150.0,1.5185185185185186,41.0,0.0,0
PRV51328,7,0,7,550,78.57142857142857,200,84.93695140682713,5,2,0.14285714285714285,70.14285714285714,3.142857142857143,0.0,0.0,1.4,3.5,0.0,0
PRV51329,74,0,74,19360,261.6216216216216,3000,504.5465264317263,28,3,1.5945945945945945,67.52702702702703,2.581081081081081,0.0,240.0,2.642857142857143,24.666666666666668,0.0,0
PRV51330,19,0,19,3810,200.52631578947367,500,166.91560356494625,9,1,1.4210526315789473,77.3157894736842,2.6842105263157894,0.0,20.0,2.111111111111111,19.0,0.0,0
PRV51331,5,0,5,320,64.0,100,40.98780306383839,4,1,0.0,72.4,5.0,0.0,40.0,1.25,5.0,0.0,0
PRV51334,2,2,0,15000,7500.0,10000,3535.5339059327375,2,1,4.5,56.5,9.5,0.5,2136.0,1.0,2.0,1.0,0
PRV51335,142,0,142,46080,324.50704225352115,3300,686.4210579115279,92,16,1.9295774647887325,77.28169014084507,2.591549295774648,0.0,400.0,1.5434782608695652,8.875,0.0,0
PRV51336,69,10,59,129450,1876.0869565217392,28000,5006.080778117074,69,39,2.550724637681159,71.7536231884058,3.652173913043478,0.11594202898550725,10700.0,1.0,1.7692307692307692,0.14492753623188406,0
PRV51337,168,40,128,379100,2256.5476190476193,49000,5597.08200152996,155,71,2.1964285714285716,73.39880952380952,3.738095238095238,0.13095238095238096,41952.0,1.0838709677419356,2.3661971830985915,0.23809523809523808,1
PRV51338,128,7,121,113860,889.53125,18000,2646.062848354314,124,83,1.6875,75.34375,3.2734375,0.03125,7926.0,1.032258064516129,1.5421686746987953,0.0546875,1
PRV51340,151,0,151,43210,286.158940397351,3010,558.2673922379877,141,80,1.7417218543046358,75.3907284768212,2.662251655629139,0.0,10.0,1.070921985815603,1.8875,0.0,0
PRV51341,71,0,71,14530,204.64788732394365,2800,493.6940376558152,70,53,2.408450704225352,73.98591549295774,2.9014084507042255,0.0,70.0,1.0142857142857142,1.3396226415094339,0.0,0
PRV51342,207,28,179,356780,1723.574879227053,57000,5555.122430374804,179,31,1.9758454106280192,74.58937198067633,3.314009661835749,0.12560386473429952,29366.0,1.1564245810055866,6.67741935483871,0.13526570048309178,0
PRV51344,33,2,31,26250,795.4545454545455,10000,2286.9823060491344,33,18,2.1818181818181817,73.78787878787878,2.393939393939394,0.0,2136.0,1.0,1.8333333333333333,0.06060606060606061,0
PRV51345,49,0,49,15120,308.57142857142856,3200,695.4764553886781,47,12,2.4285714285714284,72.16326530612245,2.5918367346938775,0.0,220.0,1.0425531914893618,4.083333333333333,0.0,0
