Provider,ActualLabel,FraudProbability,RecommendedAction,TopReasons
PRV53269,Fraud,0.9851,Flag for manual review,total_claim_amount = 1045640.0 (contributed +3.01 to fraud score) | num_inpatient_claims = 112.0 (contributed +1.618 to fraud score) | total_claims = 456.0 (contributed +0.462 to fraud score)
PRV51399,Fraud,0.9843,Flag for manual review,total_claim_amount = 845070.0 (contributed +3.611 to fraud score) | max_claim_amount = 103000.0 (contributed +0.464 to fraud score) | inpatient_ratio = 0.31 (contributed +0.239 to fraud score)
PRV56630,Fraud,0.9839,Flag for manual review,total_claim_amount = 597230.0 (contributed +3.205 to fraud score) | claims_per_patient = 1.37 (contributed +0.415 to fraud score) | total_deductible_paid = 67494.0 (contributed +0.245 to fraud score)
PRV57177,Fraud,0.9829,Flag for manual review,total_claim_amount = 848370.0 (contributed +3.569 to fraud score) | total_claims = 564.0 (contributed +0.57 to fraud score) | claims_per_patient = 2.19 (contributed +0.287 to fraud score)
PRV57481,Fraud,0.9828,Flag for manual review,total_claim_amount = 776000.0 (contributed +3.508 to fraud score) | max_claim_amount = 57000.0 (contributed +0.364 to fraud score) | avg_claim_duration = 6.44 (contributed +0.317 to fraud score)
PRV55030,Fraud,0.9822,Flag for manual review,total_claim_amount = 782900.0 (contributed +3.574 to fraud score) | claims_per_patient = 1.3 (contributed +0.308 to fraud score) | max_claim_amount = 57000.0 (contributed +0.24 to fraud score)
PRV53697,No Fraud,0.9817,Flag for manual review,total_claim_amount = 879270.0 (contributed +3.321 to fraud score) | max_claim_amount = 72000.0 (contributed +0.52 to fraud score) | total_deductible_paid = 75828.0 (contributed +0.257 to fraud score)
PRV55977,Fraud,0.9816,Flag for manual review,total_claims = 1302.0 (contributed +3.231 to fraud score) | total_claim_amount = 371100.0 (contributed +2.172 to fraud score) | claims_per_patient = 1.71 (contributed +0.334 to fraud score)
PRV56103,Fraud,0.9814,Flag for manual review,total_claim_amount = 691860.0 (contributed +3.134 to fraud score) | avg_claim_duration = 4.59 (contributed +0.528 to fraud score) | claims_per_patient = 1.3 (contributed +0.302 to fraud score)
PRV53959,Fraud,0.9806,Flag for manual review,total_claim_amount = 896830.0 (contributed +3.374 to fraud score) | max_claim_amount = 67000.0 (contributed +0.537 to fraud score) | std_claim_amount = 9102.66 (contributed +0.28 to fraud score)
PRV56668,Fraud,0.9805,Flag for manual review,total_claim_amount = 623470.0 (contributed +3.159 to fraud score) | avg_claim_duration = 4.56 (contributed +0.616 to fraud score) | avg_claim_amount = 8540.68 (contributed +0.208 to fraud score)
PRV51495,Fraud,0.9797,Flag for manual review,total_claim_amount = 845690.0 (contributed +3.371 to fraud score) | avg_claim_duration = 4.95 (contributed +0.403 to fraud score) | max_claim_amount = 57000.0 (contributed +0.2 to fraud score)
PRV53762,Fraud,0.9795,Flag for manual review,total_claim_amount = 1082730.0 (contributed +3.432 to fraud score) | total_claims = 618.0 (contributed +0.395 to fraud score) | max_claim_amount = 112000.0 (contributed +0.238 to fraud score)
PRV53401,Fraud,0.9795,Flag for manual review,total_claim_amount = 1143010.0 (contributed +3.168 to fraud score) | num_inpatient_claims = 130.0 (contributed +1.713 to fraud score) | total_claims = 303.0 (contributed +0.25 to fraud score)
PRV54879,Fraud,0.9793,Flag for manual review,total_claim_amount = 643720.0 (contributed +3.141 to fraud score) | claims_per_patient = 1.24 (contributed +0.478 to fraud score) | max_claim_amount = 57000.0 (contributed +0.272 to fraud score)
PRV52347,Fraud,0.979,Flag for manual review,total_claim_amount = 715090.0 (contributed +3.359 to fraud score) | total_claims = 397.0 (contributed +0.392 to fraud score) | max_claim_amount = 100000.0 (contributed +0.238 to fraud score)
PRV56592,Fraud,0.9782,Flag for manual review,total_claim_amount = 732240.0 (contributed +3.325 to fraud score) | max_claim_amount = 68000.0 (contributed +0.747 to fraud score) | total_deductible_paid = 63122.0 (contributed +0.257 to fraud score)
PRV56134,Fraud,0.9775,Flag for manual review,total_claim_amount = 768000.0 (contributed +3.532 to fraud score) | max_claim_amount = 77000.0 (contributed +0.51 to fraud score) | avg_claim_duration = 5.92 (contributed +0.264 to fraud score)
PRV55022,Fraud,0.9771,Flag for manual review,total_claim_amount = 716850.0 (contributed +3.721 to fraud score) | max_claim_amount = 57000.0 (contributed +0.302 to fraud score) | num_outpatient_claims = 61.0 (contributed +0.138 to fraud score)
PRV54918,Fraud,0.9766,Flag for manual review,total_claim_amount = 874860.0 (contributed +3.524 to fraud score) | max_claim_amount = 83000.0 (contributed +0.619 to fraud score) | total_deductible_paid = 76068.0 (contributed +0.209 to fraud score)
PRV53677,Fraud,0.9762,Flag for manual review,total_claim_amount = 773150.0 (contributed +3.369 to fraud score) | claims_per_patient = 3.27 (contributed +0.481 to fraud score) | total_claims = 562.0 (contributed +0.429 to fraud score)
PRV54566,Fraud,0.9761,Flag for manual review,total_claim_amount = 755660.0 (contributed +3.129 to fraud score) | claims_per_patient = 1.25 (contributed +0.336 to fraud score) | max_claim_amount = 103000.0 (contributed +0.235 to fraud score)
PRV53114,Fraud,0.976,Flag for manual review,total_claim_amount = 364680.0 (contributed +2.063 to fraud score) | avg_claim_duration = 4.17 (contributed +0.615 to fraud score) | total_deductible_paid = 13843.0 (contributed +0.276 to fraud score)
PRV54781,Fraud,0.9757,Flag for manual review,total_claim_amount = 776560.0 (contributed +3.484 to fraud score) | inpatient_ratio = 0.35 (contributed +0.278 to fraud score) | max_claim_amount = 53000.0 (contributed +0.266 to fraud score)
PRV53938,Fraud,0.9754,Flag for manual review,total_claim_amount = 653670.0 (contributed +3.069 to fraud score) | claims_per_patient = 1.25 (contributed +0.614 to fraud score) | total_deductible_paid = 86508.0 (contributed +0.212 to fraud score)
PRV55905,Fraud,0.9744,Flag for manual review,total_claim_amount = 789760.0 (contributed +3.152 to fraud score) | avg_claim_duration = 4.95 (contributed +0.399 to fraud score) | total_deductible_paid = 84372.0 (contributed +0.203 to fraud score)
PRV56350,Fraud,0.9739,Flag for manual review,total_claim_amount = 812530.0 (contributed +3.483 to fraud score) | claims_per_patient = 1.33 (contributed +0.322 to fraud score) | avg_claim_duration = 3.72 (contributed +0.275 to fraud score)
PRV52320,Fraud,0.9734,Flag for manual review,total_claim_amount = 874200.0 (contributed +3.573 to fraud score) | claims_per_patient = 1.25 (contributed +0.413 to fraud score) | total_deductible_paid = 73224.0 (contributed +0.152 to fraud score)
PRV56253,Fraud,0.9714,Flag for manual review,total_claim_amount = 636680.0 (contributed +3.104 to fraud score) | claims_per_patient = 1.36 (contributed +0.243 to fraud score) | max_claim_amount = 51000.0 (contributed +0.191 to fraud score)
PRV51604,Fraud,0.9712,Flag for manual review,total_claim_amount = 697510.0 (contributed +3.002 to fraud score) | claims_per_patient = 1.28 (contributed +0.481 to fraud score) | total_claims = 329.0 (contributed +0.333 to fraud score)
PRV56421,Fraud,0.9704,Flag for manual review,total_claim_amount = 510750.0 (contributed +2.064 to fraud score) | max_claim_amount = 79000.0 (contributed +0.562 to fraud score) | claims_per_patient = 1.33 (contributed +0.339 to fraud score)
PRV56481,Fraud,0.9703,Flag for manual review,total_claim_amount = 668910.0 (contributed +3.049 to fraud score) | claims_per_patient = 1.51 (contributed +0.436 to fraud score) | avg_claim_duration = 3.7 (contributed +0.324 to fraud score)
PRV55193,Fraud,0.9697,Flag for manual review,total_claim_amount = 444380.0 (contributed +1.904 to fraud score) | avg_claim_duration = 5.23 (contributed +0.738 to fraud score) | total_deductible_paid = 33108.0 (contributed +0.264 to fraud score)
PRV57341,Fraud,0.9694,Flag for manual review,total_claim_amount = 816350.0 (contributed +3.097 to fraud score) | max_claim_amount = 57000.0 (contributed +0.329 to fraud score) | avg_claim_duration = 3.36 (contributed +0.19 to fraud score)
PRV52283,Fraud,0.9692,Flag for manual review,total_claim_amount = 594700.0 (contributed +3.002 to fraud score) | max_claim_amount = 61000.0 (contributed +0.571 to fraud score) | avg_claim_amount = 9010.61 (contributed +0.263 to fraud score)
PRV53461,Fraud,0.969,Flag for manual review,total_claim_amount = 425080.0 (contributed +1.886 to fraud score) | max_claim_amount = 125000.0 (contributed +0.758 to fraud score) | total_deductible_paid = 15857.0 (contributed +0.272 to fraud score)
PRV57317,Fraud,0.9689,Flag for manual review,total_claim_amount = 926330.0 (contributed +3.288 to fraud score) | claims_per_patient = 1.3 (contributed +0.388 to fraud score) | total_claims = 458.0 (contributed +0.319 to fraud score)
PRV52847,Fraud,0.968,Flag for manual review,total_claim_amount = 617430.0 (contributed +3.052 to fraud score) | max_claim_amount = 57000.0 (contributed +0.235 to fraud score) | avg_claim_duration = 4.03 (contributed +0.232 to fraud score)
PRV56438,Fraud,0.9679,Flag for manual review,total_claim_amount = 827300.0 (contributed +3.344 to fraud score) | max_claim_amount = 57000.0 (contributed +0.388 to fraud score) | avg_claim_duration = 4.1 (contributed +0.331 to fraud score)
PRV51393,Fraud,0.9678,Flag for manual review,total_claim_amount = 906370.0 (contributed +3.35 to fraud score) | claims_per_patient = 2.77 (contributed +0.596 to fraud score) | total_claims = 910.0 (contributed +0.553 to fraud score)
PRV52989,Fraud,0.9672,Flag for manual review,total_claim_amount = 882590.0 (contributed +3.357 to fraud score) | claims_per_patient = 1.28 (contributed +0.454 to fraud score) | total_deductible_paid = 75120.0 (contributed +0.181 to fraud score)
PRV54942,Fraud,0.9664,Flag for manual review,total_claim_amount = 365970.0 (contributed +2.212 to fraud score) | max_claim_amount = 124000.0 (contributed +1.074 to fraud score) | total_deductible_paid = 20832.0 (contributed +0.19 to fraud score)
PRV54333,Fraud,0.9659,Flag for manual review,total_claim_amount = 629430.0 (contributed +3.025 to fraud score) | max_claim_amount = 65000.0 (contributed +0.611 to fraud score) | total_claims = 360.0 (contributed +0.409 to fraud score)
PRV57527,Fraud,0.9657,Flag for manual review,total_claim_amount = 665500.0 (contributed +2.938 to fraud score) | inpatient_ratio = 0.31 (contributed +0.305 to fraud score) | max_claim_amount = 57000.0 (contributed +0.29 to fraud score)
PRV54925,Fraud,0.9657,Flag for manual review,total_claim_amount = 478870.0 (contributed +2.101 to fraud score) | claims_per_patient = 1.26 (contributed +0.54 to fraud score) | inpatient_ratio = 0.32 (contributed +0.276 to fraud score)
PRV56268,Fraud,0.9657,Flag for manual review,total_claim_amount = 940670.0 (contributed +3.748 to fraud score) | claims_per_patient = 1.27 (contributed +0.586 to fraud score) | total_claims = 1113.0 (contributed +0.389 to fraud score)
PRV56541,Fraud,0.9657,Flag for manual review,total_claim_amount = 584000.0 (contributed +3.2 to fraud score) | avg_claim_duration = 6.0 (contributed +0.45 to fraud score) | max_claim_amount = 57000.0 (contributed +0.3 to fraud score)
PRV54939,Fraud,0.9652,Flag for manual review,total_claims = 1380.0 (contributed +3.412 to fraud score) | total_claim_amount = 407800.0 (contributed +2.034 to fraud score) | unique_physicians = 239.0 (contributed +0.21 to fraud score)
PRV51873,Fraud,0.9638,Flag for manual review,total_claim_amount = 341480.0 (contributed +2.318 to fraud score) | max_claim_amount = 78000.0 (contributed +0.697 to fraud score) | total_deductible_paid = 28248.0 (contributed +0.194 to fraud score)
PRV51159,Fraud,0.9636,Flag for manual review,total_claim_amount = 797790.0 (contributed +3.515 to fraud score) | total_claims = 569.0 (contributed +0.404 to fraud score) | total_deductible_paid = 70450.0 (contributed +0.17 to fraud score)
PRV51539,Fraud,0.9633,Flag for manual review,total_claim_amount = 854240.0 (contributed +3.452 to fraud score) | total_claims = 538.0 (contributed +0.299 to fraud score) | avg_num_diagnosis_codes = 3.35 (contributed +0.238 to fraud score)
PRV55250,Fraud,0.9621,Flag for manual review,total_claim_amount = 343940.0 (contributed +2.0 to fraud score) | claims_per_patient = 2.59 (contributed +0.746 to fraud score) | max_claim_amount = 57000.0 (contributed +0.248 to fraud score)
PRV51421,Fraud,0.9621,Flag for manual review,total_claim_amount = 884780.0 (contributed +3.299 to fraud score) | avg_claim_duration = 4.68 (contributed +0.432 to fraud score) | max_claim_amount = 57000.0 (contributed +0.423 to fraud score)
PRV54896,Fraud,0.962,Flag for manual review,total_claim_amount = 616860.0 (contributed +3.08 to fraud score) | max_claim_amount = 57000.0 (contributed +0.372 to fraud score) | inpatient_ratio = 0.35 (contributed +0.213 to fraud score)
PRV52815,Fraud,0.9616,Flag for manual review,total_claim_amount = 390000.0 (contributed +2.092 to fraud score) | max_claim_amount = 125000.0 (contributed +0.728 to fraud score) | avg_claim_duration = 5.69 (contributed +0.383 to fraud score)
PRV53266,Fraud,0.9616,Flag for manual review,total_claim_amount = 974110.0 (contributed +2.876 to fraud score) | max_claim_amount = 59000.0 (contributed +0.484 to fraud score) | inpatient_ratio = 0.34 (contributed +0.281 to fraud score)
PRV53265,Fraud,0.9611,Flag for manual review,total_claim_amount = 328820.0 (contributed +2.071 to fraud score) | claims_per_patient = 1.35 (contributed +0.355 to fraud score) | inpatient_ratio = 0.29 (contributed +0.342 to fraud score)
PRV53710,No Fraud,0.9605,Flag for manual review,total_claim_amount = 615000.0 (contributed +3.092 to fraud score) | total_claims = 385.0 (contributed +0.321 to fraud score) | claims_per_patient = 1.51 (contributed +0.194 to fraud score)
PRV57709,Fraud,0.9598,Flag for manual review,total_claim_amount = 441530.0 (contributed +1.953 to fraud score) | claims_per_patient = 1.28 (contributed +0.424 to fraud score) | max_claim_amount = 57000.0 (contributed +0.256 to fraud score)
PRV55715,Fraud,0.9598,Flag for manual review,total_claim_amount = 730210.0 (contributed +3.553 to fraud score) | claims_per_patient = 2.05 (contributed +0.69 to fraud score) | total_claims = 864.0 (contributed +0.315 to fraud score)
PRV54111,Fraud,0.9593,Flag for manual review,total_claim_amount = 590000.0 (contributed +3.132 to fraud score) | max_claim_amount = 57000.0 (contributed +0.277 to fraud score) | claims_per_patient = 1.41 (contributed +0.164 to fraud score)
PRV54739,Fraud,0.959,Flag for manual review,total_claim_amount = 632650.0 (contributed +3.035 to fraud score) | max_claim_amount = 57000.0 (contributed +0.373 to fraud score) | total_claims = 186.0 (contributed +0.118 to fraud score)
PRV52045,Fraud,0.9584,Flag for manual review,total_claim_amount = 577030.0 (contributed +2.118 to fraud score) | max_claim_amount = 82000.0 (contributed +0.599 to fraud score) | claims_per_physician = 1.9 (contributed +0.273 to fraud score)
PRV55018,Fraud,0.9575,Flag for manual review,total_claim_amount = 615940.0 (contributed +3.18 to fraud score) | avg_claim_duration = 4.67 (contributed +0.423 to fraud score) | max_claim_amount = 49000.0 (contributed +0.125 to fraud score)
PRV54514,Fraud,0.9569,Flag for manual review,total_claim_amount = 644010.0 (contributed +2.661 to fraud score) | max_claim_amount = 61000.0 (contributed +0.504 to fraud score) | total_claims = 387.0 (contributed +0.393 to fraud score)
PRV51851,Fraud,0.9566,Flag for manual review,total_claim_amount = 669490.0 (contributed +3.121 to fraud score) | claims_per_patient = 1.4 (contributed +0.33 to fraud score) | total_claims = 472.0 (contributed +0.321 to fraud score)
